Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000
0.978847,0.984216,0.981063,0.980739,0.982574,0.981827,0.982334,0.982717,0.984106,0.981895,0.981655,0.979842,0.979802,0.983106,0.982754,0.985578,0.977719,0.987683,0.981797
0.978639,0.984090,0.980657,0.981441,0.981837,0.981827,0.980052,0.983617,0.981807,0.982220,0.982236,0.979708,0.980969,0.983798,0.982681,0.985242,0.975972,0.984604,0.981339
0.978986,0.985921,0.982822,0.985964,0.985433,0.984438,0.982594,0.985237,0.981807,0.982788,0.984705,0.982655,0.983868,0.985391,0.983551,0.983901,0.976627,0.986239,0.985232
0.978917,0.985100,0.983430,0.985106,0.986078,0.984177,0.982464,0.984517,0.983806,0.983356,0.983688,0.981315,0.983135,0.985114,0.985435,0.983398,0.975972,0.986721,0.983858
0.977738,0.985100,0.983363,0.982299,0.984326,0.982244,0.981486,0.982357,0.981607,0.981814,0.982672,0.980646,0.981968,0.984075,0.982391,0.983062,0.971822,0.985566,0.983744
0.977946,0.983648,0.982280,0.981519,0.982943,0.982401,0.982138,0.981366,0.981607,0.982463,0.982333,0.981114,0.981335,0.983106,0.984058,0.983733,0.977064,0.984122,0.982713
0.979263,0.985795,0.983633,0.982689,0.985709,0.983863,0.983116,0.984697,0.983307,0.981489,0.983640,0.981918,0.984502,0.983452,0.984493,0.986081,0.977501,0.985855,0.987293
0.983286,0.988257,0.985527,0.988225,0.988567,0.987467,0.986636,0.986587,0.988305,0.986360,0.986883,0.987008,0.988968,0.985875,0.988985,0.990441,0.989515,0.988068,0.991070
0.986476,0.987815,0.986203,0.986042,0.987645,0.987571,0.988201,0.989378,0.990504,0.988796,0.987657,0.987677,0.991168,0.986083,0.992101,0.993963,0.995194,0.990089,0.992444
0.985297,0.986237,0.982416,0.985340,0.982759,0.983863,0.985463,0.988118,0.988005,0.985873,0.985140,0.985400,0.988135,0.984283,0.990072,0.993963,0.994102,0.987683,0.988094
0.982800,0.985163,0.980793,0.981129,0.982759,0.981983,0.983898,0.985777,0.985106,0.981651,0.982720,0.982320,0.983335,0.982344,0.985000,0.985913,0.987331,0.985566,0.986720
0.981760,0.982764,0.981875,0.982611,0.983957,0.982140,0.981682,0.984877,0.983007,0.982544,0.983108,0.981985,0.984035,0.982414,0.983841,0.984068,0.982088,0.984796,0.986033
0.981205,0.983522,0.981942,0.982767,0.983681,0.981305,0.982725,0.984067,0.985706,0.983600,0.982381,0.981047,0.982102,0.981721,0.984565,0.984404,0.979904,0.984700,0.983286
0.981275,0.981375,0.980725,0.980115,0.981191,0.979216,0.981877,0.983077,0.982307,0.982057,0.979477,0.978503,0.979702,0.980890,0.981667,0.981721,0.979249,0.984315,0.981339
0.978154,0.981249,0.979237,0.976528,0.978886,0.977858,0.978618,0.979116,0.979408,0.979703,0.978751,0.976694,0.977102,0.980198,0.978696,0.981050,0.976409,0.982198,0.979279
0.977252,0.981249,0.978899,0.978868,0.981099,0.979999,0.979400,0.978306,0.982007,0.978079,0.979961,0.979775,0.979635,0.979921,0.979275,0.979541,0.973132,0.982679,0.978592
0.978223,0.982953,0.978696,0.980817,0.982021,0.980521,0.979205,0.980646,0.979608,0.980433,0.980639,0.979909,0.979302,0.980406,0.979348,0.981218,0.973132,0.981813,0.980996
0.979541,0.981880,0.979778,0.979336,0.981099,0.980365,0.980052,0.981456,0.981807,0.979378,0.979622,0.977565,0.980235,0.980129,0.978043,0.980044,0.973788,0.983353,0.979393
0.976975,0.979355,0.976532,0.977464,0.975752,0.976918,0.979270,0.981907,0.981507,0.978160,0.978606,0.974283,0.975902,0.979436,0.977754,0.982056,0.977719,0.982775,0.975615
0.974964,0.979292,0.976938,0.977230,0.977872,0.977336,0.978096,0.978756,0.978209,0.978485,0.978170,0.975422,0.976202,0.978467,0.978188,0.978199,0.974880,0.980370,0.977676
0.975310,0.981817,0.979711,0.977698,0.981099,0.980678,0.978357,0.979926,0.978109,0.978891,0.981704,0.979574,0.979702,0.979090,0.979928,0.981553,0.970730,0.981620,0.979393
0.978847,0.982385,0.980725,0.980583,0.982666,0.981566,0.981160,0.981006,0.981308,0.980352,0.981752,0.979909,0.980469,0.980544,0.981232,0.982391,0.972477,0.983353,0.979508
0.977807,0.981501,0.979034,0.978790,0.980269,0.980051,0.980443,0.980106,0.980208,0.980028,0.980736,0.978034,0.979335,0.978744,0.981594,0.983062,0.974880,0.982583,0.979050
0.974062,0.978092,0.976599,0.975203,0.977227,0.977283,0.978488,0.977946,0.979608,0.978160,0.978122,0.976293,0.975336,0.977152,0.978623,0.979205,0.973351,0.980081,0.975730
0.975172,0.980996,0.978831,0.977230,0.976950,0.978223,0.977053,0.978756,0.980508,0.978810,0.979090,0.976895,0.977969,0.979575,0.978841,0.978702,0.972040,0.980370,0.977104
0.976489,0.981943,0.978426,0.979336,0.979532,0.979059,0.978488,0.981006,0.980508,0.979134,0.979429,0.976560,0.977536,0.979021,0.977899,0.980379,0.972477,0.981524,0.978821
0.976975,0.980996,0.978967,0.979881,0.979347,0.980051,0.980313,0.978576,0.979808,0.978647,0.981268,0.977833,0.979002,0.979090,0.980942,0.980211,0.973132,0.982679,0.978821
0.975935,0.977650,0.978020,0.976840,0.976674,0.977806,0.978292,0.977856,0.979808,0.978241,0.978316,0.973815,0.976469,0.977913,0.977609,0.978702,0.973132,0.981909,0.976989
0.976073,0.978787,0.977952,0.977776,0.978517,0.978328,0.978096,0.977406,0.979608,0.977917,0.978509,0.974618,0.975969,0.978052,0.978406,0.979541,0.972259,0.979792,0.978706
0.975726,0.980870,0.978899,0.979258,0.980638,0.978955,0.978553,0.976596,0.979808,0.977917,0.979477,0.975824,0.978036,0.978606,0.978841,0.979037,0.970074,0.982583,0.978477
0.979957,0.983837,0.982078,0.983936,0.982851,0.982767,0.983572,0.981997,0.986405,0.983762,0.983591,0.984329,0.986301,0.982344,0.984927,0.990273,0.983617,0.985758,0.983973
0.986892,0.995644,0.992696,1.00764,0.995667,0.988929,0.993351,0.989108,1.00650,0.990988,0.990465,1.01447,1.01397,0.995015,1.00000,1.02717,1.01048,0.994900,0.987178
0.993758,1.02513,1.02895,1.04585,1.03061,1.00266,1.01793,1.00972,1.03529,0.996509,0.995547,1.02317,1.02343,1.00900,1.02674,1.07748,1.04041,1.02367,1.01420
1.00173,1.05947,1.06026,1.06168,1.05901,1.02157,1.04472,1.04420,1.05198,1.00503,1.00682,1.02471,1.02240,1.01821,1.06239,1.09542,1.05657,1.04503,1.03961
1.00777,1.07412,1.06729,1.05435,1.05882,1.03149,1.05228,1.05626,1.05548,1.01396,1.01612,1.02270,1.01900,1.01862,1.07746,1.09257,1.05789,1.04378,1.04224
1.01311,1.07482,1.06506,1.04749,1.04859,1.03253,1.04993,1.05743,1.05438,1.02395,1.02391,1.01895,1.01603,1.01835,1.07928,1.08704,1.05417,1.02800,1.02782
1.01491,1.07059,1.05695,1.04203,1.04241,1.03013,1.04348,1.05014,1.05008,1.02679,1.02546,1.01386,1.01017,1.01516,1.07065,1.07765,1.05002,1.00953,1.00595
1.01630,1.06610,1.05181,1.03454,1.03882,1.03086,1.04009,1.04303,1.04558,1.02777,1.02338,1.01293,1.00790,1.01149,1.06232,1.06742,1.03976,0.999615,0.996909
1.01325,1.05758,1.04694,1.03345,1.03356,1.02763,1.03481,1.03610,1.04068,1.02590,1.02081,1.01232,1.00710,1.01253,1.05181,1.06054,1.03779,0.994707,0.991414
1.00506,1.04432,1.03983,1.02737,1.02840,1.01807,1.02686,1.02710,1.03299,1.01421,1.01283,1.00643,1.00340,1.00609,1.04058,1.04746,1.02272,0.991532,0.988552
0.996879,1.02980,1.02868,1.02137,1.02259,1.00862,1.01389,1.01908,1.01979,1.00649,1.00513,1.00616,1.00107,0.998684,1.02928,1.03505,1.01223,0.988934,0.985804
0.992094,1.01357,1.01353,1.01201,1.01355,0.999791,1.00359,1.01008,1.01150,0.998295,0.997628,1.00234,0.999267,0.994253,1.02130,1.02247,1.00240,0.986432,0.982026
0.988071,1.00480,1.00446,1.00764,1.00682,0.997076,0.996480,1.00162,1.00230,0.993424,0.993853,1.00188,0.997434,0.990307,1.01428,1.01493,0.992792,0.985951,0.985003
0.984257,0.996338,0.997227,1.00047,1.00138,0.991174,0.991591,0.998830,0.997201,0.990907,0.989981,0.995312,0.990734,0.988022,1.00543,1.00721,0.986675,0.984796,0.982828
0.980928,0.989835,0.991546,0.992436,0.994468,0.987310,0.986701,0.993609,0.991603,0.983681,0.984995,0.990691,0.987035,0.982483,0.998696,0.998323,0.982307,0.982198,0.980424
0.979263,0.988194,0.989585,0.991968,0.991702,0.984229,0.983181,0.988748,0.988005,0.981570,0.982139,0.987075,0.983335,0.981306,0.992899,0.996143,0.980996,0.980658,0.977791
0.976975,0.986615,0.989382,0.989161,0.992993,0.985012,0.982986,0.986587,0.986206,0.981002,0.982285,0.985735,0.982202,0.980336,0.990507,0.990441,0.976846,0.982198,0.979622
0.976975,0.986805,0.985459,0.989473,0.990411,0.984594,0.982464,0.987578,0.986305,0.981408,0.981268,0.984262,0.982002,0.981444,0.988913,0.988093,0.979685,0.982198,0.979737
0.975102,0.984595,0.983701,0.985028,0.987000,0.981148,0.981030,0.985417,0.983407,0.979784,0.979913,0.980779,0.980002,0.980613,0.987464,0.987255,0.979904,0.981139,0.979737
0.975241,0.981754,0.982686,0.983390,0.985617,0.979424,0.977901,0.982987,0.983007,0.979297,0.979090,0.979440,0.978136,0.978398,0.984275,0.986249,0.975535,0.979215,0.974013
0.973715,0.982512,0.982619,0.984872,0.985893,0.979163,0.979140,0.981907,0.980908,0.978404,0.978509,0.980779,0.977236,0.979921,0.982754,0.983565,0.974225,0.979503,0.975157
0.975449,0.982512,0.981672,0.985262,0.986539,0.980991,0.980639,0.983257,0.982207,0.979053,0.979574,0.980846,0.980169,0.980060,0.983913,0.983230,0.975535,0.981717,0.979164
0.974548,0.980933,0.980049,0.982845,0.983681,0.979424,0.979400,0.983167,0.980408,0.977835,0.977444,0.979038,0.978769,0.979090,0.981087,0.985242,0.973788,0.981236,0.975844
0.973230,0.982006,0.980049,0.982143,0.983589,0.978589,0.979726,0.979836,0.980108,0.978485,0.977154,0.977766,0.977302,0.979644,0.979275,0.981888,0.975317,0.979503,0.977676
0.974131,0.981123,0.979102,0.980349,0.983404,0.977962,0.981030,0.979116,0.983806,0.981002,0.978606,0.977498,0.978402,0.978606,0.983985,0.987087,0.975535,0.981428,0.974700
0.977738,0.985795,0.985392,0.984638,0.988752,0.983602,0.985658,0.982987,0.987605,0.983356,0.983156,0.985400,0.983202,0.983244,0.989927,0.998658,0.984491,0.991628,0.989811
0.986754,1.00303,0.998986,1.00335,1.00046,0.993002,1.00111,0.993069,1.00800,0.989770,0.989545,1.00435,1.00323,0.995361,1.01014,1.04226,1.01289,1.02127,1.01900
0.996602,1.03662,1.03801,1.03720,1.03411,1.00982,1.03044,1.02250,1.03379,0.999351,1.00063,1.01681,1.01517,1.00769,1.04457,1.07983,1.04281,1.04224,1.03892
1.01130,1.06004,1.05837,1.04749,1.04545,1.02397,1.04772,1.04132,1.04408,1.01380,1.01515,1.01493,1.01390,1.01135,1.06652,1.08670,1.05199,1.04754,1.05014
1.02039,1.06547,1.05816,1.03798,1.04020,1.02857,1.04687,1.04267,1.04528,1.02988,1.02502,1.01346,1.00990,1.01122,1.06746,1.07798,1.05330,1.04013,1.04831
1.02968,1.06516,1.05329,1.03556,1.03531,1.03060,1.04465,1.04294,1.04308,1.04311,1.03248,1.01447,1.01100,1.01170,1.06167,1.07060,1.04653,1.02213,1.03377
1.03308,1.05909,1.04809,1.03337,1.03061,1.02825,1.03761,1.03322,1.04008,1.04896,1.03161,1.00951,1.00637,1.00907,1.05065,1.06356,1.04303,1.00260,1.00973
1.03169,1.05063,1.04403,1.02893,1.02757,1.02439,1.03214,1.02935,1.03639,1.04733,1.02793,1.00656,1.00120,1.00734,1.04043,1.05702,1.03626,0.996632,0.995764
1.02441,1.04432,1.03848,1.02721,1.02591,1.01917,1.02757,1.02133,1.02989,1.04019,1.02333,1.00549,1.00173,1.00568,1.03290,1.05115,1.03167,0.992590,0.991185
1.01720,1.03283,1.03253,1.02324,1.02111,1.01326,1.02119,1.01638,1.02269,1.02874,1.01404,1.00254,1.00090,0.999723,1.02529,1.04461,1.02097,0.989319,0.986491
1.00687,1.01900,1.02205,1.01794,1.01383,1.00418,1.01056,1.00756,1.01489,1.01591,1.00537,1.00087,0.998100,0.993976,1.01652,1.03086,1.01027,0.985951,0.981568
