Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000
1.07848,1.09105,1.09398,1.11011,1.02105,1.04476,1.04278,1.03168,1.06409,1.01224,1.02417,1.00288,1.02791,1.03197,1.01722,1.00226,1.07290
1.06822,1.08760,1.11254,1.12869,1.06463,1.07021,1.05654,1.04141,1.09063,1.02084,1.04351,1.01148,1.03434,1.03348,1.02174,1.00800,1.07514
1.07245,1.08419,1.10265,1.10620,1.11090,1.07846,1.05669,1.04661,1.09476,1.01734,1.05182,1.02919,1.03691,1.02688,1.02365,1.01128,1.06677
1.07681,1.08873,1.08843,1.09193,1.12173,1.07462,1.05354,1.04594,1.09262,1.00816,1.05572,1.04927,1.03994,1.01185,1.02501,1.01462,1.06781
1.07919,1.09258,1.08791,1.09863,1.11264,1.07221,1.05325,1.04911,1.09392,1.00248,1.05793,1.06473,1.04193,1.00366,1.03160,1.01761,1.07315
1.07681,1.09481,1.09034,1.10222,1.09770,1.07025,1.05325,1.04805,1.09109,1.00291,1.05979,1.06554,1.04076,1.00215,1.04136,1.01862,1.07238
1.07823,1.08992,1.08774,1.10134,1.08892,1.06722,1.05773,1.04911,1.09201,1.00598,1.05564,1.06363,1.04088,1.00429,1.05449,1.02030,1.07479
1.07868,1.08695,1.09208,1.09400,1.08450,1.06004,1.05295,1.04892,1.08864,1.00904,1.05275,1.05671,1.04111,1.00557,1.05781,1.01811,1.07453
1.07880,1.07802,1.08271,1.07455,1.07565,1.04921,1.04487,1.04074,1.07686,1.00991,1.04241,1.04627,1.03492,1.00628,1.05721,1.01637,1.07203
1.07348,1.06607,1.06641,1.05597,1.06146,1.04129,1.03335,1.03294,1.06103,1.00962,1.03545,1.03646,1.03434,1.00414,1.05269,1.01695,1.06694
1.06372,1.05343,1.05341,1.04018,1.04714,1.03402,1.02408,1.02504,1.04581,1.00641,1.02773,1.02965,1.02698,1.00286,1.04779,1.01484,1.05771
1.05166,1.04306,1.04075,1.02966,1.03549,1.02622,1.01436,1.01656,1.03358,1.00350,1.02256,1.02411,1.02348,0.999046,1.03999,1.00866,1.04900
1.03902,1.03254,1.03104,1.02217,1.02752,1.01903,1.00733,1.01117,1.02287,1.00146,1.01705,1.01638,1.01892,0.994035,1.03602,1.00524,1.04003
1.03221,1.02740,1.02376,1.01730,1.02248,1.01536,1.00359,1.00626,1.01950,0.997814,1.01306,1.01079,1.01425,0.996182,1.03106,1.00342,1.03382
1.02593,1.02207,1.02376,1.01411,1.01862,1.01409,1.00209,1.00684,1.01621,0.995920,1.01128,1.00975,1.01016,0.994751,1.03068,1.00342,1.02942
1.02535,1.01960,1.02549,1.01252,1.02092,1.01405,1.00075,1.00713,1.01109,0.996503,1.01086,1.00733,1.01016,0.993478,1.02975,1.00218,1.02502
1.02541,1.01738,1.02254,1.01156,1.02011,1.01344,1.00000,1.00751,1.00788,0.997231,1.00704,1.00704,1.00864,0.992524,1.02703,1.00189,1.02519
1.01835,1.01555,1.02081,1.00949,1.01694,1.01001,1.00045,1.00395,1.00642,0.995045,1.00500,1.00594,1.00526,0.993796,1.02070,1.00036,1.02079
1.01508,1.01353,1.01370,1.01037,1.01245,1.00776,0.998654,1.00106,1.00367,0.992568,1.00331,1.00260,1.00420,0.992285,1.01869,0.998836,1.01812
1.01213,1.01486,1.01509,1.01108,1.01002,1.00527,0.993419,0.999230,1.00298,0.994462,1.00068,1.00069,1.00350,0.992762,1.01760,0.998472,1.01518
1.01322,1.01348,1.01699,1.00949,1.01090,1.00568,0.997009,1.00029,1.00306,0.993734,1.00110,1.00150,1.00035,0.993955,1.01575,0.997090,1.01501
1.01162,1.01190,1.01613,1.01037,1.01171,1.00588,0.995962,1.00000,1.00436,0.993588,1.00017,1.00110,1.00397,0.992762,1.01537,0.997599,1.01354
1.01072,1.01111,1.01509,1.01029,1.00996,1.00588,0.996710,1.00116,1.00260,0.988196,1.00288,1.00035,1.00012,0.994512,1.01460,0.996581,1.01208
1.01239,1.01318,1.01439,1.00710,1.00922,1.00478,0.994616,1.00000,1.00000,0.988633,1.00212,0.999135,1.00058,0.998568,1.01193,0.997381,1.00897
1.04011,1.04113,1.03243,1.02583,1.00809,1.00731,1.00703,1.00144,1.00581,0.992859,1.00000,0.995904,1.00000,1.01694,1.01046,0.993453,1.01691
1.07470,1.08286,1.07751,1.09528,1.01656,1.03210,1.02617,1.02176,1.04428,1.00539,1.01340,0.999019,1.01670,1.02672,1.01553,0.996799,1.05659
1.06231,1.08266,1.10612,1.12358,1.04838,1.06253,1.03694,1.03419,1.07228,1.01457,1.03257,1.00646,1.02499,1.02704,1.01749,1.00160,1.06479
1.06231,1.07866,1.10265,1.10437,1.09707,1.07192,1.04113,1.03881,1.07755,1.01253,1.04257,1.02296,1.02441,1.02012,1.01885,1.00313,1.05771
1.06802,1.08340,1.08861,1.08874,1.11681,1.07168,1.03889,1.03900,1.07908,1.00350,1.04911,1.04275,1.02897,1.00557,1.02054,1.00727,1.05892
1.07200,1.08829,1.08583,1.09464,1.11295,1.06984,1.03634,1.04266,1.08268,1.00248,1.05258,1.05677,1.03142,1.00302,1.02746,1.01077,1.06453
1.07495,1.09540,1.09520,1.10429,1.10193,1.07151,1.04293,1.04613,1.08229,1.00525,1.05606,1.06381,1.03224,1.00159,1.03923,1.01288,1.06944
1.07296,1.09619,1.09554,1.10389,1.09271,1.06857,1.04337,1.04709,1.07878,1.00685,1.05309,1.06202,1.03469,1.00469,1.04740,1.01484,1.06970
1.07065,1.08849,1.09034,1.09153,1.08531,1.05910,1.03620,1.04401,1.07663,1.00510,1.04877,1.05504,1.03107,1.00374,1.04942,1.01513,1.06798
1.07033,1.07599,1.08306,1.07280,1.07497,1.04974,1.03126,1.03842,1.06891,1.00204,1.04283,1.04736,1.03002,1.00326,1.04942,1.01484,1.06720
1.06437,1.06212,1.07075,1.05525,1.06164,1.04149,1.02348,1.03149,1.05706,1.00612,1.03511,1.03969,1.02640,1.00294,1.04637,1.01353,1.06306
1.05532,1.04883,1.05462,1.03955,1.04801,1.03316,1.01122,1.02225,1.04168,1.00466,1.02731,1.03127,1.02161,0.997614,1.04065,1.01055,1.05400
1.04203,1.03832,1.03919,1.02687,1.03624,1.02344,1.00359,1.01464,1.02853,0.999126,1.01798,1.02302,1.01542,0.995546,1.03444,1.00422,1.04494
1.03273,1.03042,1.03069,1.02288,1.02783,1.01748,1.00105,1.01107,1.01797,0.992859,1.01238,1.01465,1.01110,0.993796,1.02991,1.00182,1.03382
1.02593,1.02696,1.02445,1.01595,1.02235,1.01327,0.998804,1.00482,1.01193,0.992859,1.01111,1.01015,1.00572,0.992524,1.02719,0.998254,1.03080
1.02272,1.02306,1.02341,1.01395,1.01831,1.01148,0.996560,1.00424,1.00941,0.993588,1.00738,1.00819,1.00479,0.992046,1.02441,0.997381,1.02579
1.01912,1.01911,1.01838,1.01052,1.01613,1.01017,0.992522,1.00482,1.00520,0.993588,1.00449,1.00710,1.00315,0.990535,1.02337,0.997818,1.02312
1.01778,1.01679,1.02115,1.00925,1.01762,1.01139,0.993868,1.00395,1.00398,0.989507,1.00772,1.00456,0.998365,0.991808,1.02005,0.995926,1.02191
1.01662,1.01323,1.02029,1.00797,1.01594,1.01021,0.989830,1.00154,0.999235,0.990819,1.00492,1.00433,0.998014,0.988945,1.01629,0.995562,1.01898
1.01309,1.01215,1.01855,1.00582,1.01326,1.00588,0.985043,0.999133,0.997247,0.990528,1.00153,1.00260,0.997431,0.988785,1.01144,0.994107,1.01656
1.00905,1.00963,1.01578,1.00367,1.01139,1.00511,0.983398,0.997496,0.993423,0.989362,1.00178,0.999250,0.994394,0.987911,1.00948,0.992798,1.01337
1.00725,1.01017,1.01526,1.00478,1.00946,1.00388,0.985043,0.997592,0.996788,0.988050,1.00025,0.998442,0.992642,0.989899,1.00910,0.993453,1.01035
1.00796,1.01096,1.01699,1.00630,1.01002,1.00347,0.981454,0.998267,0.995182,0.988342,1.00093,0.999365,0.994861,0.989342,1.00823,0.992289,1.01130
1.00590,1.01037,1.01474,1.00877,1.00984,1.00376,0.985193,0.998555,0.995182,0.989653,1.00204,1.00017,0.994744,0.991728,1.00752,0.991780,1.01208
1.00462,1.00914,1.01578,1.00670,1.00772,1.00110,0.983697,0.997111,0.993958,0.985718,0.998389,0.997519,0.991124,0.992842,1.00501,0.990688,1.00681
1.02220,1.02745,1.02601,1.01467,1.00436,1.00037,0.991774,0.996148,0.991587,0.989507,0.996438,0.993885,0.990306,1.00819,1.00392,0.989888,1.00940
1.05955,1.06903,1.06485,1.07830,1.00934,1.01977,1.00658,1.01233,1.02394,1.00393,1.00560,0.995500,1.00093,1.01885,1.00670,0.988869,1.04072
1.05390,1.07644,1.09242,1.11162,1.03474,1.05056,1.01989,1.02581,1.05491,1.00904,1.02485,1.00069,1.00969,1.02012,1.01003,0.993234,1.05694
1.05371,1.07120,1.09502,1.10062,1.08730,1.06482,1.03036,1.03178,1.06623,1.00554,1.03647,1.01483,1.01658,1.01281,1.01122,0.997963,1.05297
1.06257,1.07792,1.08393,1.08595,1.11139,1.06874,1.02782,1.03582,1.06860,1.00029,1.04639,1.03583,1.02149,1.00151,1.01477,1.00444,1.05599
1.06539,1.08439,1.08115,1.08834,1.10965,1.06702,1.02946,1.03900,1.07335,0.996065,1.05080,1.05400,1.02616,0.999046,1.02109,1.00844,1.05875
1.06700,1.08705,1.08132,1.09552,1.09832,1.06661,1.03216,1.04160,1.07373,0.998106,1.05335,1.06109,1.02476,0.997057,1.02980,1.01266,1.06470
1.06828,1.08849,1.08965,1.10086,1.09097,1.06567,1.03201,1.04199,1.07143,1.00204,1.04987,1.05931,1.02383,0.998807,1.03972,1.01215,1.06461
1.06995,1.08088,1.08601,1.09089,1.08474,1.05734,1.02782,1.04122,1.06899,1.00364,1.04792,1.05354,1.02429,1.00143,1.04392,1.01135,1.06375
1.06430,1.07140,1.08341,1.07327,1.07497,1.04684,1.01899,1.03457,1.06134,1.00335,1.03893,1.04708,1.02278,1.00032,1.04452,1.01251,1.06254
1.05994,1.05871,1.06919,1.05199,1.06264,1.03811,1.01211,1.02802,1.04933,0.999271,1.03206,1.03934,1.01986,0.997057,1.03972,1.00997,1.05840
1.04800,1.04558,1.05323,1.03413,1.04832,1.02900,1.00150,1.01772,1.03556,0.998251,1.02646,1.02850,1.01635,0.996421,1.03166,1.00647,1.05029
1.03626,1.03511,1.03537,1.02456,1.03518,1.02218,0.995513,1.01069,1.02164,0.996648,1.01764,1.02192,1.01051,0.991490,1.02621,1.00298,1.03873
1.02682,1.02780,1.03312,1.01714,1.02646,1.01662,0.990428,1.00568,1.00918,0.992859,1.01196,1.01310,1.00642,0.990774,1.02169,0.999054,1.03347
1.01919,1.02069,1.02272,1.01347,1.01993,1.01225,0.988184,1.00299,1.00428,0.991548,1.00678,1.00819,0.999182,0.989581,1.01760,0.996072,1.02286
1.01745,1.02039,1.02011,1.01013,1.01650,1.00968,0.983398,1.00241,1.00153,0.989507,1.00449,1.00721,0.997197,0.987513,1.01466,0.994180,1.02200
1.01579,1.01526,1.02063,1.00805,1.01501,1.00858,0.983697,1.00154,0.998700,0.991548,1.00585,1.00508,0.995912,0.987433,1.01373,0.994689,1.01889
1.01437,1.01333,1.01890,1.00781,1.01463,1.00890,0.982800,1.00318,0.998929,0.990819,1.00636,1.00456,0.995562,0.987672,1.01357,0.996290,1.01536
1.01245,1.01230,1.02063,1.00550,1.01326,1.00662,0.982202,0.998748,0.996099,0.989653,1.00288,1.00329,0.994277,0.986240,1.01041,0.994617,1.01259
1.00732,1.01111,1.02063,1.00454,1.01214,1.00449,0.983249,0.999615,0.993193,0.988779,0.999406,1.00167,0.993459,0.985604,1.00665,0.992070,1.01259
1.00584,1.01027,1.01422,1.00439,1.01096,1.00355,0.978762,0.997015,0.991052,0.989070,1.00051,1.00035,0.990423,0.985604,1.00425,0.993453,1.00837
1.00449,1.00909,1.01370,1.00151,1.00965,1.00261,0.979061,0.998170,0.989751,0.986884,0.997286,1.00115,0.988671,0.986002,1.00556,0.992070,1.00889
1.00610,1.00953,1.01214,1.00335,1.00934,1.00110,0.978014,0.996148,0.990975,0.985427,0.998728,0.995616,0.986569,0.984968,1.00534,0.990688,1.00958
1.00513,1.00834,1.01092,1.00478,1.00791,1.00229,0.981454,0.995570,0.992199,0.983678,0.998558,0.996769,0.989488,0.987036,1.00518,0.991780,1.00785
1.00648,1.00830,1.01300,1.00574,1.00890,1.00261,0.981304,0.997496,0.993193,0.982075,1.00008,0.997000,0.988904,0.986558,1.00529,0.991416,1.00854
1.00321,1.00617,1.01023,1.00112,1.00704,1.00041,0.975920,0.995474,0.990363,0.982367,0.997625,0.996712,0.986452,0.985047,1.00060,0.991488,1.00483
0.999936,1.00474,1.01058,0.999282,1.00554,0.998611,0.972929,0.994318,0.986233,0.983095,0.996014,0.996366,0.987152,0.983138,0.999074,0.989306,1.00423
1.00193,1.00356,1.01266,0.998485,1.00448,0.999755,0.974275,0.993644,0.987533,0.984698,0.998049,0.997058,0.986919,0.982184,0.998583,0.990397,1.00526
1.00051,1.00321,1.01110,0.997768,1.00336,0.999102,0.975920,0.992007,0.987228,0.984407,0.997456,0.995154,0.985401,0.983536,0.998038,0.989088,1.00311
1.00013,1.00425,1.01405,0.999362,1.00355,0.999306,0.973377,0.993837,0.985621,0.984990,0.995929,0.995212,0.987036,0.984491,0.997167,0.986614,1.00155
1.00058,1.00444,1.01144,0.998485,1.00367,0.999142,0.975770,0.993259,0.984398,0.984115,0.996947,0.994404,0.983415,0.982264,0.997330,0.986832,1.00293
0.998396,1.00341,1.01439,0.999043,1.00523,0.997345,0.975770,0.991333,0.985545,0.982658,0.994487,0.992327,0.981430,0.983775,0.995695,0.987196,1.00104
0.997882,1.00435,1.01300,0.999123,1.00330,0.996406,0.973826,0.989599,0.980268,0.985718,0.992621,0.991577,0.981780,0.982820,0.992699,0.986905,1.00138
0.995700,1.00079,1.01144,0.995455,1.00118,0.993670,0.967993,0.988636,0.980574,0.984698,0.989399,0.991173,0.977809,0.980911,0.992426,0.983341,0.997412
0.994545,1.00084,1.00988,0.995774,0.997696,0.992689,0.967095,0.987577,0.980574,0.980035,0.989484,0.989154,0.980378,0.979003,0.988885,0.982177,0.996118
0.993069,0.997581,1.01144,0.992984,0.995392,0.992322,0.969040,0.987192,0.979579,0.979452,0.990332,0.989616,0.976057,0.979400,0.987904,0.981449,0.994306
0.991722,0.998864,1.01023,0.994339,0.998755,0.991709,0.964852,0.986325,0.978509,0.983387,0.990162,0.988808,0.976524,0.979480,0.987904,0.979921,0.994306
0.991786,0.998914,1.00902,0.992426,0.996575,0.990852,0.969189,0.986999,0.979656,0.982950,0.989399,0.987770,0.976057,0.979957,0.987468,0.981740,0.993444
0.993198,0.999062,1.00902,0.992186,0.995579,0.991954,0.966497,0.986518,0.977438,0.977558,0.988211,0.988808,0.975590,0.978525,0.987359,0.982031,0.996981
0.989989,0.997136,1.01179,0.991229,0.994209,0.990525,0.966497,0.985555,0.978279,0.980035,0.987702,0.988404,0.975356,0.978128,0.986106,0.980576,0.994479
0.990631,0.996494,1.00954,0.990751,0.994085,0.989095,0.962459,0.984688,0.975679,0.981346,0.988211,0.985058,0.973838,0.976537,0.983327,0.979994,0.991718
0.993647,0.997630,1.00902,0.992426,0.994707,0.991260,0.966647,0.987481,0.976444,0.979744,0.988211,0.987424,0.975239,0.977412,0.986051,0.981085,0.992667
0.994417,0.997334,1.00884,0.993542,0.996202,0.991423,0.967095,0.987288,0.977514,0.978578,0.989399,0.985866,0.976407,0.979082,0.986978,0.979849,0.994996
0.990310,0.995754,1.00867,0.991229,0.993524,0.990811,0.966049,0.986229,0.974914,0.984115,0.987872,0.986385,0.974305,0.978684,0.987196,0.980794,0.994048
0.987551,0.994420,1.00798,0.990592,0.993462,0.989504,0.962160,0.983436,0.975908,0.980618,0.986515,0.984193,0.973487,0.975821,0.983381,0.979921,0.991891
