Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000
0.982771,0.979175,0.973250,0.977924,0.978080,0.977861,0.984216,0.980320,0.977516,0.982439,0.978053,0.981301,0.979567,0.974898,0.978133,0.981772,0.977593,0.978838
1.09538,1.00729,1.03790,1.04357,0.992986,1.00050,1.01796,0.988647,0.983657,1.00153,1.01388,1.00914,0.995913,1.00204,0.983251,0.993249,0.991392,0.995052
1.12887,1.04667,1.13152,1.11154,1.00548,1.05464,1.08509,0.996342,0.991680,1.03035,1.05027,1.04903,1.02289,1.02714,1.00233,1.00824,1.00205,1.01347
1.10821,1.04955,1.15782,1.12452,1.01984,1.08060,1.10486,1.00719,1.00030,1.04257,1.05740,1.06108,1.03719,1.03053,1.02140,1.02363,1.01544,1.02078
1.10162,1.04165,1.15961,1.10670,1.03683,1.08682,1.08817,1.02573,1.00981,1.03760,1.04858,1.04592,1.03515,1.02510,1.02094,1.03241,1.04386,1.02017
1.09204,1.04337,1.14623,1.09799,1.04614,1.08881,1.07493,1.05639,1.01624,1.02176,1.03977,1.01911,1.02411,1.02103,1.01070,1.03295,1.06422,1.02109
1.08834,1.04392,1.14445,1.09024,1.04965,1.08151,1.06985,1.07582,1.02219,1.01374,1.01801,1.00166,1.00940,1.01357,1.00357,1.03416,1.07460,1.01949
1.08474,1.04014,1.13598,1.08230,1.04658,1.07139,1.06640,1.08313,1.01941,1.00210,1.00525,0.995429,0.995913,1.00271,0.995658,1.03025,1.07474,1.02017
1.08579,1.03632,1.12795,1.07881,1.04472,1.06285,1.06005,1.08490,1.01892,1.00115,0.996811,0.992936,0.994279,0.994573,0.992401,1.02674,1.06736,1.01774
1.08395,1.02729,1.11636,1.07223,1.03200,1.04726,1.05334,1.06976,1.01159,0.992747,0.993810,0.985664,0.991418,0.988467,0.990385,1.02052,1.05028,1.01218
1.07481,1.01533,1.08738,1.05229,1.01830,1.02463,1.04263,1.04630,1.00198,0.985493,0.986119,0.983171,0.984471,0.981004,0.982785,1.00878,1.03047,1.00464
1.06268,1.00601,1.06687,1.03447,1.00592,1.01252,1.03175,1.02763,0.993562,0.983776,0.983493,0.978807,0.987331,0.977612,0.979373,1.00135,1.01216,0.999163
1.04369,1.00172,1.05484,1.02266,1.00077,1.00572,1.01996,1.01539,0.990590,0.984539,0.984431,0.979015,0.980793,0.982361,0.981079,0.998650,1.00314,0.993682
1.02672,0.997560,1.03968,1.01530,0.996383,0.997347,1.01597,1.00631,0.987124,0.983966,0.982367,0.980885,0.982019,0.978969,0.978133,0.993519,0.997814,0.992007
1.01310,0.993643,1.02853,1.00562,0.993424,0.993366,1.01070,0.999369,0.985341,0.982439,0.980116,0.981093,0.978749,0.980326,0.978908,0.992574,0.994398,0.989495
1.00413,0.990275,1.01872,0.997095,0.989807,0.989469,1.00744,0.995585,0.980884,0.979767,0.980679,0.978184,0.981201,0.978290,0.978908,0.987578,0.987840,0.986450
0.998857,0.990069,1.01248,0.999032,0.988054,0.988391,1.00363,0.993693,0.982666,0.983585,0.981242,0.978184,0.979158,0.979647,0.981079,0.986227,0.987430,0.984928
0.995165,0.988076,1.00892,0.995546,0.987177,0.985655,0.998186,0.987763,0.981973,0.981867,0.978803,0.981093,0.973846,0.978290,0.974566,0.985417,0.987567,0.983938
0.993759,0.986254,1.00312,0.993222,0.986410,0.983002,0.998367,0.987259,0.980983,0.980149,0.982742,0.979431,0.979567,0.976934,0.976427,0.984472,0.987157,0.983786
