Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000
0.976361,0.968764,0.968602,0.976054,0.973450,0.972138,0.968746,0.972281,0.969224,0.968459,0.970123,0.967295,0.978989,0.971505,0.972764,0.969767,0.970924,0.975764,0.968718,0.977506,0.970479,0.974867
0.974234,0.966675,0.969166,0.972154,0.970065,0.969890,0.966228,0.969253,0.968195,0.966393,0.969626,0.966083,0.974011,0.969415,0.969479,0.966402,0.970326,0.972170,0.967373,0.971331,0.969465,0.971958
0.974288,0.966010,0.964268,0.971854,0.970463,0.969067,0.966106,0.969399,0.966668,0.965228,0.968939,0.965209,0.972125,0.967538,0.966622,0.966234,0.969515,0.972017,0.967079,0.969159,0.966047,0.971126
0.972861,0.966723,0.968109,0.973763,0.970994,0.970054,0.965712,0.969923,0.968660,0.964877,0.969741,0.966397,0.973539,0.967296,0.967717,0.966991,0.970326,0.973776,0.967373,0.970313,0.965671,0.970710
0.973292,0.962862,0.963951,0.971936,0.967410,0.967860,0.966440,0.967215,0.964510,0.963800,0.966952,0.964379,0.969505,0.967114,0.965384,0.963794,0.967166,0.970526,0.964724,0.963527,0.966122,0.968536
0.972780,0.961675,0.961379,0.968827,0.968671,0.966270,0.963375,0.965439,0.963414,0.963712,0.965844,0.962135,0.969819,0.966660,0.961908,0.961803,0.964263,0.969532,0.961949,0.964681,0.965033,0.968568
0.972861,0.962846,0.962929,0.970409,0.967941,0.968519,0.964559,0.965846,0.965539,0.962855,0.964621,0.961799,0.967776,0.966962,0.964432,0.964495,0.966568,0.971329,0.963379,0.966309,0.964469,0.968056
0.971192,0.961738,0.962083,0.967654,0.968007,0.965612,0.964559,0.964187,0.963647,0.962547,0.964392,0.963122,0.970500,0.965933,0.962337,0.963149,0.966568,0.969494,0.962748,0.965902,0.962479,0.966682
0.971515,0.961912,0.960991,0.968827,0.967676,0.967751,0.963163,0.963546,0.964709,0.961184,0.964545,0.961126,0.971496,0.966327,0.961337,0.964972,0.965202,0.970718,0.962033,0.968684,0.964019,0.965914
0.973426,0.960077,0.960039,0.969590,0.967410,0.966983,0.964316,0.963808,0.964477,0.962481,0.966341,0.959982,0.971129,0.964419,0.962813,0.963513,0.964220,0.973508,0.959847,0.968752,0.962254,0.966714
0.971219,0.960804,0.962048,0.966290,0.966680,0.966325,0.964498,0.964595,0.964842,0.961931,0.965347,0.959175,0.970291,0.966205,0.961623,0.962167,0.962939,0.970182,0.961192,0.966411,0.963944,0.965882
0.972161,0.960219,0.960357,0.967436,0.964954,0.966983,0.962647,0.962120,0.963746,0.961646,0.965424,0.959668,0.969453,0.965479,0.960194,0.963009,0.965117,0.969341,0.960898,0.965665,0.963718,0.966778
0.969442,0.960488,0.960216,0.967436,0.965153,0.965447,0.965226,0.963430,0.963115,0.960349,0.963284,0.959017,0.969295,0.963601,0.962289,0.961578,0.961914,0.970029,0.960183,0.967056,0.961465,0.967225
0.969415,0.959444,0.960498,0.967627,0.963826,0.963802,0.963527,0.962149,0.964510,0.961492,0.964010,0.958614,0.966885,0.964146,0.960432,0.959755,0.964434,0.971597,0.960646,0.965054,0.961690,0.965147
0.970169,0.959934,0.959476,0.965963,0.966282,0.965338,0.964104,0.962760,0.962817,0.960283,0.963972,0.959331,0.970029,0.965055,0.959766,0.960344,0.964135,0.969571,0.958460,0.966615,0.961314,0.966266
0.968930,0.959887,0.959617,0.967136,0.963361,0.964734,0.963375,0.963022,0.963547,0.961624,0.962482,0.960004,0.967566,0.965872,0.960480,0.959503,0.962726,0.968615,0.958964,0.963663,0.961052,0.961917
0.969226,0.960567,0.958242,0.965445,0.965352,0.963418,0.964316,0.962586,0.962153,0.960371,0.963322,0.960790,0.965627,0.963692,0.959337,0.957932,0.961146,0.968386,0.958165,0.959965,0.959812,0.965722
0.969576,0.960361,0.958700,0.966563,0.964622,0.964241,0.964195,0.964245,0.961422,0.960591,0.963208,0.960117,0.966361,0.963995,0.961718,0.960008,0.963879,0.970144,0.958249,0.959761,0.961840,0.966778
0.969872,0.959950,0.960462,0.966999,0.966414,0.970383,0.963557,0.963401,0.960991,0.960019,0.962787,0.959937,0.968667,0.963692,0.960480,0.960821,0.963921,0.970718,0.959132,0.962849,0.962516,0.965626
0.978300,0.983670,0.985834,0.976272,0.980950,1.03104,0.967138,0.972281,0.967365,0.964921,0.966341,0.965971,0.992717,0.967871,0.981145,0.966570,0.965544,0.972017,0.962580,0.965766,0.985615,0.969975
1.00121,1.03595,1.07689,0.989718,0.989977,1.04272,0.988803,1.00128,1.01262,0.975163,0.984679,0.970659,1.04003,0.970082,1.00662,0.990661,0.970326,0.978669,0.966869,0.967938,1.01082,0.978736
1.02493,1.02008,1.13183,1.02187,1.01852,1.08441,1.01441,1.03838,1.02872,0.994571,1.01880,0.972454,1.04035,0.977167,1.00705,1.00822,0.982238,0.995948,0.977380,0.971772,1.00443,0.999872
