Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000
0.990498,0.996373,0.984765,0.982537,0.982442,0.977197,0.958439,0.985434,0.972171,0.991359,0.978561,0.978630,1.00008,0.979574,0.990925,0.988184,0.981538,0.971383,0.978570,0.978335,0.989763,0.984906
0.989119,0.990307,0.982497,0.981290,0.980644,0.977541,0.957979,0.983822,0.970200,0.987160,0.977166,0.976379,0.995068,0.978474,0.986873,0.986611,0.980085,0.970619,0.977464,0.977096,0.988733,0.983125
0.989681,0.987096,0.979946,0.981550,0.983271,0.977999,0.958956,0.985434,0.969842,0.988628,0.978414,0.976290,0.994664,0.978779,0.985333,0.987824,0.980427,0.971661,0.978315,0.980224,0.985765,0.981102
0.989732,0.985877,0.978883,0.982433,0.983962,0.978801,0.962405,0.985732,0.970140,0.988016,0.977386,0.976290,0.991673,0.980186,0.984766,0.988139,0.979145,0.973397,0.979760,0.980815,0.984674,0.980106
0.990192,0.984777,0.982426,0.983785,0.986451,0.979833,0.963037,0.987762,0.970499,0.988505,0.980470,0.978630,0.992077,0.981837,0.985171,0.988543,0.983932,0.975481,0.981121,0.982527,0.982796,0.981857
0.988557,0.982726,0.979025,0.982070,0.984515,0.979145,0.962003,0.986568,0.967453,0.988994,0.980397,0.978012,0.989813,0.981164,0.984037,0.987330,0.982564,0.971869,0.982396,0.979929,0.984492,0.981404
0.986360,0.980466,0.978812,0.980354,0.982580,0.977999,0.961658,0.984538,0.966497,0.986549,0.978708,0.977703,0.986256,0.978841,0.982578,0.986656,0.978462,0.971452,0.980356,0.978276,0.981040,0.982219
0.986718,0.978236,0.978812,0.977392,0.981612,0.980635,0.961198,0.983404,0.964407,0.984714,0.979956,0.976070,0.985609,0.978535,0.979742,0.984185,0.979145,0.973744,0.979760,0.976800,0.980131,0.981857
0.987177,0.980882,0.986040,0.983473,0.988248,1.00733,0.961715,0.984001,0.965422,0.985122,0.978561,0.976246,0.986256,0.980675,0.981363,0.985982,0.977863,0.981107,0.980100,0.979575,0.980131,0.981918
0.995760,0.998394,1.02629,0.991165,0.999032,1.02865,0.966659,1.00191,0.970081,0.989565,0.989280,0.979955,0.998464,0.983060,0.993842,0.991733,0.983333,0.998750,0.983502,0.980874,0.991398,0.991276
1.02805,1.04130,1.10658,1.03082,1.03761,1.07631,0.986836,1.03928,1.00287,1.01345,1.01828,0.994349,1.04721,0.998960,1.01993,1.02467,1.00231,1.01938,0.998214,0.988016,1.02181,1.01669
1.05236,1.05830,1.14534,1.07016,1.08240,1.10760,1.01017,1.06931,1.02711,1.04349,1.04949,1.01289,1.06557,1.02483,1.03347,1.04399,1.02658,1.02681,1.01743,1.00360,1.03174,1.04622
1.06049,1.06377,1.15136,1.09397,1.11019,1.11356,1.02432,1.08405,1.03458,1.05727,1.06652,1.03620,1.05886,1.05168,1.04124,1.04691,1.04410,1.02570,1.03691,1.01677,1.02823,1.06478
1.06227,1.05917,1.13634,1.09703,1.11862,1.09694,1.01868,1.08555,1.03034,1.05760,1.07063,1.05598,1.05118,1.06825,1.03817,1.04322,1.05162,1.01070,1.04346,1.02131,1.02138,1.07287
1.06069,1.05732,1.12160,1.09391,1.11807,1.08594,1.00719,1.08238,1.02532,1.06110,1.06909,1.07409,1.04770,1.07754,1.03695,1.04044,1.05650,0.995068,1.05137,1.03158,1.01981,1.07767
1.05916,1.06036,1.11472,1.08924,1.11987,1.08078,1.00431,1.08286,1.02586,1.06758,1.07195,1.09188,1.04770,1.08360,1.04505,1.04466,1.06333,0.991943,1.05766,1.04622,1.02247,1.08130
1.05798,1.06571,1.11650,1.09012,1.11987,1.08548,1.00414,1.08877,1.03046,1.07737,1.07327,1.10354,1.05053,1.09136,1.04943,1.05212,1.07128,0.994513,1.06676,1.05431,1.02423,1.08166
1.04996,1.06247,1.10516,1.07900,1.10590,1.07505,0.999943,1.08537,1.02765,1.07916,1.07195,1.10610,1.04713,1.08549,1.04692,1.05010,1.06727,0.993262,1.06446,1.04882,1.02568,1.07342
1.03801,1.05108,1.08149,1.05244,1.07397,1.05695,0.992240,1.07212,1.01654,1.06970,1.05786,1.09722,1.04026,1.06800,1.04011,1.04295,1.05111,0.987011,1.05179,1.03477,1.01866,1.05709
1.02294,1.04064,1.05350,1.02708,1.04341,1.03082,0.979708,1.04650,1.00705,1.05531,1.03818,1.07802,1.03202,1.04311,1.03071,1.03383,1.03145,0.980621,1.03266,1.01777,1.01248,1.03571
1.01359,1.02926,1.03132,1.00951,1.01922,1.00836,0.968958,1.02394,0.997253,1.04260,1.01432,1.05497,1.02595,1.01981,1.02123,1.02363,1.01479,0.973814,1.01539,1.00401,1.00466,1.01703
1.00255,1.02188,1.01113,0.996726,1.00594,0.994614,0.964245,1.00758,0.989549,1.02967,0.998752,1.03528,1.01868,1.00398,1.01199,1.01370,1.00154,0.966660,1.00213,0.993802,0.998849,1.00260
0.996015,1.01466,1.00099,0.988410,0.997235,0.987854,0.959991,0.999642,0.984712,1.01957,0.989501,1.01885,1.00994,0.994252,1.00583,1.00669,0.991197,0.964090,0.995323,0.985478,0.995214,0.994476
0.990907,1.01100,0.998441,0.989034,0.995161,0.988083,0.960451,0.996478,0.982144,1.01162,0.986270,1.00901,1.00736,0.992295,1.00365,1.00135,0.988889,0.966382,0.993197,0.985891,0.989399,0.987864
0.990089,1.00755,0.993552,0.988098,0.993640,0.990031,0.958899,0.997194,0.980711,1.00709,0.987078,1.00212,1.00501,0.992172,0.998379,1.00036,0.988034,0.968535,0.991326,0.984888,0.988066,0.986325
0.986565,1.00152,0.984765,0.982122,0.989354,0.983499,0.957519,0.994388,0.976889,1.00122,0.988473,0.998764,1.00000,0.989604,0.995381,0.995597,0.985641,0.966868,0.991496,0.978689,0.985946,0.983729
0.985849,0.994708,0.979592,0.979263,0.983962,0.977541,0.958899,0.991404,0.973664,0.997187,0.984288,0.992671,0.996766,0.987280,0.990033,0.992766,0.982735,0.967076,0.987924,0.976919,0.982978,0.982672
0.985185,0.991021,0.980017,0.980510,0.984239,0.976624,0.957117,0.989374,0.974321,0.994742,0.980984,0.989271,0.994907,0.987953,0.988899,0.989531,0.983333,0.968257,0.985798,0.981523,0.979767,0.979744
0.985287,0.986413,0.979025,0.978172,0.982442,0.974905,0.956944,0.987165,0.970439,0.992133,0.978414,0.987726,0.990298,0.984344,0.983794,0.988588,0.981795,0.967979,0.985458,0.980578,0.979949,0.980106
0.981865,0.981893,0.978387,0.977028,0.983133,0.972384,0.955162,0.981732,0.966677,0.990788,0.976579,0.984105,0.984720,0.981776,0.982497,0.985578,0.979402,0.962562,0.983417,0.976387,0.977163,0.977752
0.982529,0.980912,0.979096,0.978483,0.983548,0.975478,0.957576,0.983046,0.963989,0.988546,0.978708,0.985960,0.984235,0.983855,0.981363,0.986386,0.982564,0.963673,0.983502,0.978335,0.975709,0.977269
0.982478,0.981685,0.981293,0.980978,0.985483,0.980520,0.958324,0.984001,0.966915,0.989647,0.978561,0.986975,0.984801,0.985873,0.984118,0.987644,0.985214,0.970133,0.988094,0.984357,0.975285,0.978053
0.981507,0.981447,0.980442,0.979575,0.986313,0.986364,0.957461,0.986269,0.965303,0.988546,0.979662,0.986754,0.983669,0.985934,0.982741,0.986791,0.984786,0.969160,0.988094,0.982468,0.976012,0.977782
0.978953,0.978147,0.979167,0.977808,0.988663,1.00619,0.958841,0.987583,0.963273,0.987201,0.980690,0.983355,0.982294,0.984711,0.980796,0.985173,0.979487,0.970688,0.983077,0.980992,0.974134,0.975427
0.978391,0.982934,0.997378,0.980926,0.990184,1.01077,0.959646,0.993254,0.963511,0.987731,0.980103,0.983222,0.980192,0.986485,0.982741,0.984724,0.982479,0.986733,0.982481,0.980933,0.974315,0.977027
0.995300,1.01519,1.06335,1.00223,1.00926,1.04240,0.970281,1.01749,0.983517,0.998410,0.995007,0.989227,1.00623,0.992845,1.00494,1.00678,0.990598,1.00445,0.989880,0.988666,0.994427,0.989374
1.02105,1.03758,1.11395,1.04017,1.04756,1.08021,0.994826,1.04501,1.00609,1.02254,1.02261,1.00212,1.03727,1.00618,1.01937,1.02525,1.00923,1.00896,1.00570,0.992503,1.00993,1.01443
1.03489,1.04546,1.13194,1.06756,1.08281,1.09648,1.00977,1.06292,1.01839,1.03925,1.03987,1.02225,1.04463,1.02990,1.02642,1.03046,1.02786,1.00479,1.02228,1.00148,1.01066,1.03701
1.03796,1.04665,1.12783,1.08180,1.10217,1.09144,1.00799,1.06871,1.01732,1.04700,1.04956,1.04517,1.03719,1.05259,1.02682,1.02862,1.03641,0.994721,1.03555,1.00767,1.01103,1.04791
1.04414,1.04519,1.11586,1.08409,1.10770,1.08159,1.00023,1.07188,1.01559,1.05425,1.05793,1.06601,1.03670,1.06519,1.02828,1.02853,1.04863,0.982844,1.04558,1.02054,1.00969,1.05784
1.04659,1.04620,1.10565,1.07947,1.10646,1.07941,0.995976,1.07546,1.01350,1.05898,1.05962,1.08142,1.03331,1.07057,1.02966,1.03127,1.05385,0.978051,1.05162,1.02775,1.01036,1.06412
1.04480,1.05010,1.10353,1.07999,1.10618,1.07379,0.994022,1.07767,1.01439,1.06436,1.06116,1.09223,1.03048,1.07247,1.03298,1.03518,1.05718,0.977634,1.05783,1.03288,1.01084,1.06243
1.03591,1.04915,1.09481,1.07167,1.09567,1.06474,0.991147,1.07456,1.01266,1.06400,1.05514,1.09091,1.02878,1.06837,1.03476,1.03266,1.05410,0.978676,1.05349,1.03205,1.00800,1.05168
1.02432,1.03764,1.07582,1.04922,1.06857,1.04629,0.983272,1.05695,1.00191,1.05629,1.04024,1.07881,1.02385,1.05302,1.02609,1.02664,1.04265,0.973606,1.03886,1.01812,1.00345,1.04069
1.01277,1.02387,1.05038,1.02172,1.03664,1.02521,0.970510,1.03462,0.990982,1.04361,1.02276,1.06018,1.01455,1.02899,1.01507,1.01640,1.02120,0.965548,1.02101,1.00124,0.995093,1.02198
1.00082,1.01478,1.02742,1.00047,1.01148,1.00493,0.962463,1.01278,0.983159,1.03302,1.00764,1.03903,1.00881,1.00936,1.00681,1.00979,1.00462,0.959366,1.00697,0.991440,0.990429,1.00251
0.991213,1.00818,1.00872,0.991113,0.999309,0.990031,0.957174,1.00125,0.979337,1.02315,0.996402,1.01854,1.00453,0.996881,1.00000,1.00355,0.994444,0.957283,0.998044,0.988135,0.986067,0.990793
0.985798,1.00505,1.00050,0.986019,0.993779,0.984645,0.953840,0.996179,0.975754,1.01586,0.987812,1.00653,1.00032,0.989971,0.997488,0.997484,0.988974,0.956032,0.993027,0.986659,0.981585,0.981314
0.980843,0.999465,0.990930,0.980822,0.989354,0.982812,0.953093,0.994687,0.974440,1.00868,0.982452,0.998543,0.995634,0.987402,0.993355,0.993755,0.982650,0.955477,0.989030,0.978512,0.979404,0.978506
0.980945,0.995332,0.988946,0.982018,0.990184,0.980864,0.954012,0.995881,0.969244,1.00575,0.979075,0.994569,0.994098,0.987891,0.990276,0.992182,0.984701,0.955338,0.987669,0.978630,0.977829,0.977238
0.977318,0.991556,0.984977,0.980458,0.986313,0.979030,0.954530,0.992060,0.970319,1.00045,0.978414,0.992803,0.990137,0.986913,0.986711,0.989172,0.982564,0.958047,0.989625,0.977391,0.976254,0.974823
0.979975,0.986502,0.984269,0.975937,0.986175,0.979260,0.954357,0.988060,0.969244,0.996046,0.976872,0.989359,0.988277,0.985445,0.985496,0.988049,0.981026,0.958463,0.987159,0.977981,0.975648,0.974552
0.977880,0.983558,0.978671,0.974066,0.981059,0.974103,0.953668,0.985075,0.965363,0.993804,0.977974,0.986136,0.983588,0.982510,0.980148,0.985982,0.977949,0.959089,0.985373,0.974498,0.973104,0.972107
0.974253,0.977463,0.975411,0.972507,0.979124,0.970551,0.951828,0.979942,0.962018,0.987975,0.977019,0.983885,0.979060,0.979636,0.976987,0.983960,0.975726,0.955407,0.981121,0.971074,0.969893,0.969842
0.973129,0.973063,0.972293,0.970480,0.975944,0.968145,0.950966,0.977374,0.959271,0.986019,0.975698,0.983575,0.976473,0.977862,0.973746,0.981175,0.975299,0.955407,0.981206,0.973613,0.967531,0.967126
0.971494,0.972349,0.972010,0.972039,0.978847,0.969978,0.950046,0.980479,0.959212,0.984511,0.972687,0.980529,0.974614,0.979391,0.973179,0.980860,0.974359,0.956797,0.981461,0.973377,0.966319,0.965737
0.971648,0.970655,0.970947,0.970792,0.978017,0.971353,0.949931,0.979882,0.957719,0.983288,0.969824,0.980706,0.972431,0.976578,0.972936,0.978613,0.978718,0.956380,0.980015,0.967651,0.965592,0.965737
0.969706,0.969911,0.972931,0.970948,0.979400,0.976510,0.949011,0.980718,0.954972,0.981943,0.968943,0.980087,0.971299,0.978168,0.970748,0.977041,0.978376,0.954504,0.980270,0.967710,0.964805,0.965948
0.967867,0.969228,0.974632,0.972195,0.982027,0.998167,0.951023,0.980300,0.956285,0.981413,0.967034,0.979999,0.971218,0.977862,0.972612,0.975603,0.976239,0.959228,0.977974,0.970071,0.963230,0.966401
0.967561,0.973152,0.987174,0.972247,0.983409,1.00619,0.952978,0.984717,0.955748,0.979864,0.970705,0.979381,0.970167,0.980247,0.975124,0.977535,0.976752,0.974578,0.979420,0.970012,0.963472,0.965526
0.978544,0.996640,1.03812,0.986539,0.994470,1.02624,0.959531,1.00382,0.965721,0.986916,0.982819,0.983620,0.984396,0.982693,0.989709,0.989262,0.980427,0.989928,0.983757,0.971370,0.978132,0.972016
1.00072,1.02150,1.09063,1.02126,1.03138,1.06199,0.981950,1.02901,0.989250,1.00803,1.00712,0.993466,1.01447,0.992784,1.00681,1.00634,0.998974,0.993888,0.997874,0.978749,0.993761,0.992121
1.01665,1.03187,1.11699,1.05114,1.06927,1.07780,0.999023,1.04734,1.00639,1.02866,1.02915,1.01015,1.02862,1.02036,1.01766,1.01766,1.01761,0.993749,1.01259,0.993743,0.999455,1.01380
1.02493,1.03452,1.11699,1.06933,1.09083,1.08021,0.997988,1.05922,1.00956,1.03832,1.03840,1.03347,1.02854,1.04324,1.01993,1.01815,1.03308,0.986247,1.02874,1.00673,0.999697,1.02949
1.03034,1.03306,1.10608,1.07287,1.09470,1.07563,0.990803,1.06137,1.00305,1.04386,1.04295,1.05484,1.02199,1.05608,1.01969,1.01586,1.03889,0.971800,1.03835,1.01281,0.998425,1.03870
1.03469,1.03526,1.09694,1.07307,1.09954,1.07368,0.989250,1.06812,1.00346,1.05266,1.04662,1.07219,1.02183,1.06354,1.02431,1.01945,1.04966,0.968952,1.04694,1.02409,0.999576,1.04682
1.03295,1.04079,1.09772,1.07411,1.09954,1.06669,0.988791,1.07134,1.00932,1.05711,1.04802,1.08583,1.02223,1.06947,1.02877,1.02498,1.05462,0.972980,1.05154,1.03247,1.00170,1.04945
1.02723,1.03844,1.09063,1.06497,1.09000,1.05557,0.987468,1.06340,1.00514,1.05666,1.04537,1.08769,1.01940,1.06476,1.02731,1.02408,1.05282,0.973536,1.04873,1.02662,1.00012,1.04329
1.01599,1.02610,1.06725,1.03986,1.06083,1.03850,0.975684,1.04465,0.992834,1.04675,1.03385,1.07590,1.01172,1.04538,1.01580,1.01348,1.03530,0.962700,1.03283,1.01104,0.993579,1.03052
1.00516,1.01207,1.04464,1.01434,1.03277,1.01959,0.963382,1.02549,0.981427,1.03722,1.01733,1.05903,1.00420,1.02299,1.00673,1.00413,1.01359,0.955268,1.01616,0.998052,0.987037,1.01431
0.994891,1.00538,1.02218,0.999168,1.00912,1.00160,0.956082,1.00955,0.974679,1.02764,1.00125,1.03859,0.998868,1.00605,0.998217,0.998742,1.00137,0.951587,1.00408,0.992621,0.981524,0.997555
0.985594,0.998513,1.00553,0.987423,0.994193,0.986593,0.951196,0.998149,0.971394,1.01908,0.991924,1.01929,0.993209,0.993579,0.990519,0.992632,0.991880,0.950128,0.994217,0.982822,0.977890,0.984936
0.978340,0.991289,0.993622,0.979575,0.987557,0.977999,0.949931,0.990926,0.967095,1.01231,0.979442,1.00322,0.988035,0.983183,0.985415,0.987420,0.984701,0.945336,0.989030,0.973554,0.973770,0.973254
0.974662,0.987810,0.987883,0.974949,0.982580,0.975364,0.946769,0.988538,0.965064,1.00510,0.975698,0.992406,0.983992,0.982082,0.981606,0.986701,0.979915,0.949226,0.985543,0.970366,0.968864,0.970084
0.972822,0.985134,0.985969,0.976820,0.983962,0.976968,0.950793,0.988419,0.964706,1.00212,0.976138,0.990066,0.982941,0.982632,0.982741,0.985982,0.979487,0.950823,0.984267,0.972491,0.969469,0.965978
0.973946,0.983647,0.983985,0.975521,0.984101,0.977655,0.950908,0.988836,0.966497,0.998777,0.977019,0.989315,0.980839,0.983855,0.982578,0.985353,0.983077,0.952421,0.985458,0.973022,0.969833,0.967458
0.972107,0.980020,0.978175,0.973442,0.983271,0.978801,0.951311,0.985971,0.961720,0.995190,0.974963,0.987682,0.977363,0.981593,0.979418,0.982837,0.980684,0.950823,0.985288,0.972019,0.967228,0.966039
0.970677,0.976958,0.977253,0.971831,0.979815,0.973301,0.950851,0.982807,0.959570,0.991318,0.973128,0.985651,0.976554,0.980064,0.977717,0.980680,0.979145,0.951934,0.984438,0.977096,0.967289,0.965978
0.968174,0.973063,0.971372,0.970376,0.975944,0.970093,0.949701,0.979524,0.957898,0.985815,0.970264,0.982339,0.972754,0.977495,0.973989,0.978973,0.974359,0.951448,0.982992,0.972314,0.965290,0.962628
0.966386,0.967741,0.968608,0.967517,0.974561,0.967572,0.948724,0.976479,0.953538,0.981454,0.966520,0.977262,0.968874,0.975110,0.969694,0.975334,0.972479,0.947072,0.978400,0.968772,0.960989,0.959548
0.963729,0.962924,0.966270,0.962632,0.971105,0.962072,0.945390,0.973554,0.948880,0.975869,0.961894,0.974392,0.964427,0.972542,0.965157,0.971065,0.969060,0.944641,0.974913,0.961393,0.957778,0.956530
0.964189,0.962181,0.965065,0.964763,0.972211,0.963676,0.945677,0.973076,0.947507,0.976888,0.962996,0.972847,0.962649,0.972847,0.964346,0.970077,0.967350,0.947003,0.973892,0.963518,0.957718,0.954205
0.965313,0.962835,0.969530,0.964243,0.974285,0.968259,0.945907,0.976181,0.947686,0.977133,0.964170,0.974127,0.966125,0.974560,0.966453,0.969268,0.971111,0.950198,0.974913,0.966883,0.957718,0.959911
0.965619,0.964292,0.971301,0.968089,0.979124,0.987625,0.947689,0.975225,0.948940,0.977663,0.965859,0.974392,0.964023,0.975905,0.967426,0.969268,0.968205,0.949295,0.976529,0.967532,0.960746,0.960182
0.961737,0.964054,0.973427,0.965386,0.977603,0.996104,0.949184,0.972837,0.947626,0.975339,0.963877,0.974083,0.960951,0.972664,0.964509,0.966482,0.966581,0.949156,0.973892,0.964463,0.956748,0.956982
0.965313,0.975917,0.993197,0.971623,0.979400,0.996333,0.957806,0.980718,0.958316,0.976399,0.962996,0.977350,0.964993,0.974193,0.973098,0.970481,0.967778,0.948253,0.976699,0.964522,0.961473,0.956982
0.974202,1.00303,1.02962,0.987942,0.993502,1.00424,0.977696,0.997731,0.974978,0.983777,0.972467,0.991523,0.979222,0.983916,0.991573,0.985128,0.979316,0.954574,0.987924,0.972550,0.975345,0.963322
0.981762,1.02081,1.04663,0.996986,1.00442,1.01478,0.989021,1.01492,0.988116,0.993193,0.980984,1.00141,0.988843,0.994374,1.00276,0.992901,0.990598,0.960756,0.998214,0.973967,0.984371,0.970295
0.982222,1.01665,1.03160,0.991165,0.997788,1.00665,0.978271,1.01403,0.980412,0.994823,0.981865,0.999294,0.988196,0.992111,1.00308,0.991733,0.989145,0.959089,0.996854,0.973731,0.984856,0.970597
0.979975,0.999881,1.01134,0.982485,0.987280,0.993239,0.961370,1.00430,0.967811,0.990013,0.977974,0.989139,0.982699,0.984834,0.995057,0.984589,0.984701,0.956310,0.989115,0.972786,0.977587,0.970265
0.979975,0.986145,0.994473,0.975001,0.983548,0.984302,0.952173,0.994030,0.957480,0.984878,0.972908,0.981898,0.976150,0.981470,0.984523,0.979557,0.980171,0.954365,0.984012,0.973318,0.971166,0.970416
0.972618,0.972558,0.980442,0.967517,0.973870,0.975249,0.945332,0.985493,0.950194,0.980638,0.969310,0.975319,0.968631,0.973275,0.973422,0.972189,0.973761,0.947767,0.976444,0.968182,0.965290,0.964318
0.966845,0.962746,0.971372,0.961073,0.968754,0.967228,0.941136,0.975882,0.944282,0.974198,0.961968,0.969005,0.962649,0.969300,0.967669,0.967022,0.966581,0.945405,0.972107,0.966352,0.959050,0.955503
0.960460,0.960249,0.967120,0.960189,0.965436,0.963218,0.939526,0.971763,0.942431,0.970856,0.962775,0.967018,0.956585,0.968383,0.964184,0.963607,0.964615,0.942141,0.967259,0.966116,0.954992,0.950673
0.959847,0.960368,0.967404,0.958994,0.964192,0.963676,0.941078,0.970211,0.940938,0.970407,0.961821,0.968211,0.956181,0.966487,0.962159,0.963248,0.962222,0.944085,0.969640,0.964109,0.954143,0.950613
0.960204,0.958227,0.965419,0.957487,0.965160,0.962301,0.941251,0.968480,0.940758,0.970489,0.958590,0.968608,0.954645,0.967221,0.960862,0.961136,0.960769,0.942418,0.966579,0.954132,0.953295,0.948711
0.960766,0.958703,0.967049,0.961021,0.966681,0.963676,0.942688,0.968778,0.942371,0.970856,0.958443,0.967548,0.955130,0.968750,0.960457,0.961990,0.964103,0.942141,0.968790,0.958146,0.951902,0.950673
0.964291,0.959624,0.967474,0.963256,0.969031,0.963676,0.941538,0.972061,0.943983,0.972812,0.961013,0.969712,0.958202,0.972236,0.963212,0.965629,0.967265,0.944711,0.971936,0.961275,0.952811,0.954598
0.962759,0.958554,0.965561,0.960033,0.968616,0.962301,0.942803,0.973255,0.944162,0.971793,0.961674,0.969049,0.955938,0.971930,0.961510,0.965404,0.967179,0.944294,0.971681,0.959268,0.954810,0.953541
0.960511,0.954451,0.961451,0.957539,0.964607,0.960353,0.938951,0.969435,0.940161,0.971345,0.959912,0.965650,0.950764,0.967649,0.957864,0.962304,0.960769,0.940335,0.968450,0.956494,0.950933,0.951066
0.959234,0.953410,0.959467,0.957071,0.962533,0.958405,0.939124,0.967644,0.938609,0.968940,0.958517,0.963751,0.954645,0.966426,0.959323,0.962708,0.962735,0.941307,0.966069,0.958914,0.951418,0.949949
0.958927,0.953291,0.961380,0.958942,0.964330,0.959092,0.938319,0.967106,0.938788,0.967432,0.958957,0.963089,0.953594,0.964592,0.957216,0.961630,0.960598,0.942349,0.967344,0.960035,0.950872,0.950583
0.958365,0.953202,0.962160,0.955616,0.961980,0.959895,0.938434,0.965614,0.936697,0.966902,0.958223,0.963751,0.952947,0.962390,0.957540,0.960057,0.960513,0.941168,0.965643,0.958796,0.949903,0.949949
0.957292,0.951953,0.960034,0.954420,0.960321,0.957488,0.938032,0.962748,0.935861,0.966127,0.955800,0.965252,0.951087,0.960800,0.954380,0.957452,0.958974,0.938529,0.963177,0.953247,0.948692,0.947956
0.956577,0.952161,0.961522,0.956239,0.963777,0.959780,0.937687,0.963704,0.938788,0.965231,0.954112,0.963045,0.951815,0.962390,0.954137,0.958395,0.961368,0.939849,0.964963,0.956375,0.946571,0.947443
0.955709,0.952726,0.962727,0.958006,0.962118,0.959436,0.938607,0.962868,0.938967,0.965353,0.954259,0.963398,0.952543,0.963858,0.955433,0.958620,0.960513,0.938876,0.962837,0.957674,0.947662,0.945300
0.954892,0.950645,0.959467,0.956707,0.961427,0.957144,0.936307,0.962629,0.936459,0.963192,0.952717,0.960396,0.949875,0.961350,0.952516,0.956957,0.960000,0.942141,0.963602,0.957792,0.944209,0.945390
0.954176,0.949218,0.955711,0.952133,0.959768,0.954509,0.935560,0.962390,0.934488,0.960951,0.951982,0.958144,0.948581,0.959516,0.949032,0.953812,0.956496,0.937487,0.960966,0.953424,0.945118,0.945179
0.954432,0.950170,0.960601,0.953485,0.960459,0.957603,0.937112,0.963525,0.935503,0.962255,0.954772,0.959513,0.951896,0.962573,0.952435,0.956733,0.959316,0.944155,0.962582,0.959209,0.947238,0.946930
0.957037,0.952370,0.963861,0.953797,0.963777,0.961155,0.942286,0.964838,0.936757,0.964782,0.955727,0.961235,0.950764,0.965203,0.953407,0.957721,0.959402,0.945197,0.963432,0.957202,0.948025,0.949587
0.958723,0.956324,0.970947,0.961021,0.967372,0.963103,0.948839,0.965017,0.945297,0.965271,0.956094,0.964678,0.952543,0.966915,0.957540,0.959698,0.960855,0.947003,0.966749,0.958264,0.948813,0.947926
0.964138,0.964411,0.978175,0.967569,0.973317,0.969520,0.963727,0.971882,0.957719,0.968736,0.958443,0.971610,0.957232,0.971074,0.960538,0.963203,0.966410,0.948670,0.972021,0.960095,0.954083,0.949798
0.966386,0.971814,0.983702,0.972663,0.977464,0.975593,0.970798,0.973972,0.964885,0.973872,0.963142,0.977968,0.961274,0.976272,0.964184,0.965988,0.973419,0.951448,0.978144,0.963400,0.956082,0.955050
0.963474,0.965362,0.976049,0.967102,0.971243,0.970436,0.960911,0.971226,0.956823,0.971100,0.961307,0.974701,0.956181,0.972114,0.962321,0.963337,0.970427,0.948392,0.974147,0.960744,0.954507,0.951428
0.961328,0.956205,0.966341,0.961229,0.965575,0.964822,0.947402,0.969196,0.944939,0.966942,0.958957,0.967990,0.951573,0.966059,0.956081,0.959608,0.964103,0.946378,0.969810,0.955372,0.949843,0.948922
0.959693,0.953321,0.963506,0.957850,0.962256,0.959092,0.940331,0.967286,0.939385,0.966087,0.958957,0.962294,0.952785,0.963613,0.953245,0.958215,0.965897,0.942905,0.966239,0.956553,0.948752,0.948560
0.956731,0.949813,0.960176,0.951874,0.958662,0.956228,0.936020,0.963883,0.936220,0.964823,0.957122,0.961190,0.948985,0.961228,0.953245,0.957137,0.960427,0.941029,0.964453,0.953601,0.947117,0.946598
0.955709,0.948296,0.959751,0.952913,0.959076,0.956113,0.935215,0.962271,0.933771,0.962499,0.955507,0.959027,0.947934,0.959638,0.952192,0.954935,0.957607,0.938043,0.962497,0.955254,0.947420,0.943700
0.954330,0.947196,0.958121,0.951770,0.957003,0.955196,0.932628,0.960420,0.932219,0.961562,0.954699,0.957349,0.946641,0.958904,0.948302,0.952464,0.957009,0.938043,0.959350,0.953837,0.944694,0.941858
0.952337,0.945948,0.955286,0.951510,0.956588,0.955082,0.932858,0.958629,0.932398,0.958423,0.950734,0.955936,0.945347,0.957987,0.949275,0.950937,0.954701,0.937834,0.958330,0.953129,0.943058,0.939715
0.951264,0.944966,0.954578,0.950574,0.954376,0.951644,0.932686,0.959226,0.934010,0.958138,0.948972,0.954435,0.945428,0.956152,0.948302,0.951251,0.951795,0.936723,0.957905,0.951122,0.943906,0.941375
0.954074,0.946364,0.956207,0.951770,0.956726,0.954280,0.931881,0.957794,0.934428,0.959035,0.949192,0.953596,0.946560,0.956764,0.948465,0.951117,0.954786,0.940196,0.958585,0.953778,0.942392,0.942341
0.953717,0.948118,0.956987,0.953277,0.957141,0.954967,0.934813,0.960002,0.934727,0.960380,0.953377,0.956996,0.948015,0.958476,0.949599,0.954307,0.954701,0.941029,0.960711,0.955431,0.944451,0.943066
0.955249,0.947464,0.958050,0.952601,0.955482,0.955196,0.934928,0.960719,0.935384,0.959116,0.950954,0.958718,0.947207,0.960311,0.950490,0.953633,0.956410,0.939362,0.961731,0.952479,0.943482,0.942462
0.953155,0.947137,0.957554,0.951458,0.956450,0.950842,0.935215,0.960958,0.932039,0.959361,0.950147,0.957084,0.946398,0.959822,0.949194,0.954307,0.955385,0.938807,0.959946,0.950531,0.944027,0.942251
