Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000
0.967697,0.975377,0.974949,0.973961,0.975106,0.972153,0.976167,0.972386,0.978492,0.975348,0.974595,0.971432,0.970627,0.972941,0.975972,0.978298,0.975239,0.971683,0.970801
0.968630,0.975882,0.974949,0.975151,0.975701,0.973693,0.977196,0.971814,0.978301,0.974382,0.974534,0.972746,0.972639,0.973440,0.975786,0.980097,0.972951,0.971500,0.971485
0.968542,0.975082,0.975210,0.974754,0.975999,0.973860,0.976332,0.972729,0.980592,0.975348,0.975537,0.973085,0.972618,0.971853,0.977555,0.978827,0.972817,0.972415,0.972716
0.966676,0.973904,0.972945,0.972027,0.971711,0.970681,0.975344,0.971242,0.977474,0.973417,0.973835,0.969440,0.970060,0.971264,0.975926,0.977451,0.972547,0.971195,0.970323
0.966898,0.974367,0.972509,0.972076,0.970937,0.970647,0.975838,0.972615,0.979383,0.974382,0.973167,0.971220,0.970689,0.970448,0.977276,0.980627,0.974970,0.973453,0.973879
0.968453,0.977902,0.977214,0.976738,0.975820,0.973793,0.979007,0.975187,0.986510,0.976924,0.975841,0.976985,0.976497,0.975253,0.984820,0.999577,0.984390,0.989015,0.989880
0.973252,0.994149,0.999129,0.995387,0.994283,0.983667,0.996090,0.988566,1.00795,0.982617,0.981827,0.996821,0.996918,0.984861,1.00731,1.04510,1.01413,1.02124,1.01949
0.982716,1.02126,1.03599,1.02346,1.02120,1.00187,1.02437,1.01641,1.02603,0.995324,0.994895,1.00123,1.00063,0.991434,1.04005,1.06818,1.03862,1.02887,1.02462
0.997734,1.03595,1.04649,1.01929,1.01882,1.01285,1.03388,1.02699,1.03678,1.01301,1.00896,0.998644,0.993899,0.995196,1.05169,1.05812,1.04387,1.01581,1.01374
1.01266,1.04142,1.03769,1.00952,1.01155,1.01961,1.02844,1.02115,1.03875,1.03243,1.02042,0.999830,0.996603,0.996555,1.04382,1.04679,1.03620,1.00684,1.00376
1.02408,1.03952,1.03146,1.00923,1.01143,1.02018,1.02153,1.01429,1.03831,1.04351,1.02604,1.00089,0.999015,0.998958,1.03437,1.04457,1.03378,0.997315,0.997333
1.02559,1.03313,1.02675,1.00848,1.00828,1.01523,1.01877,1.00743,1.03468,1.03949,1.02203,0.997075,0.994842,0.995558,1.02678,1.04213,1.03418,0.984255,0.984683
1.02071,1.02631,1.02196,1.00456,1.00429,1.00907,1.01441,1.00475,1.02762,1.02882,1.01477,0.991650,0.989098,0.991978,1.01811,1.03737,1.02987,0.976565,0.976477
1.01200,1.02126,1.02270,1.00650,1.00518,1.00629,1.01313,1.00452,1.02412,1.02048,1.01027,0.993473,0.991026,0.990663,1.01243,1.03250,1.02194,0.975101,0.975930
