Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000
0.961332,0.963779,0.964678,0.963457,0.963593,0.964539,0.965656,0.965574,0.966643,0.967562,0.962916,0.970423,0.970568,0.973403,0.951916,0.968134,0.965556
0.958647,0.962764,0.964053,0.961122,0.960939,0.962125,0.958719,0.962682,0.962556,0.969578,0.960815,0.967728,0.968320,0.970363,0.947884,0.964607,0.964391
0.958787,0.961776,0.964856,0.961207,0.962947,0.962170,0.960089,0.963937,0.963962,0.968810,0.960815,0.968717,0.967775,0.970542,0.949450,0.965755,0.965071
0.959658,0.962631,0.966372,0.962480,0.962776,0.964152,0.961459,0.965355,0.964050,0.967754,0.962036,0.969740,0.969206,0.971391,0.949712,0.967539,0.966138
0.958577,0.961936,0.965034,0.962141,0.963219,0.962717,0.959147,0.962246,0.963655,0.969290,0.960571,0.967182,0.967979,0.971526,0.949218,0.965967,0.964052
0.956625,0.960974,0.964321,0.960528,0.961926,0.960940,0.954437,0.961973,0.958952,0.969866,0.960864,0.967250,0.967025,0.970095,0.946753,0.962908,0.963567
0.959240,0.961589,0.962180,0.962226,0.963083,0.963400,0.960432,0.964646,0.962468,0.964299,0.961255,0.968035,0.968797,0.969112,0.949973,0.966179,0.964052
1.01925,0.990143,0.969851,0.979076,0.964376,0.966133,0.975077,0.969611,0.977982,0.963915,0.960962,0.968035,0.977790,0.975772,0.946985,0.968219,0.994421
1.05143,1.06862,1.04665,1.08064,0.970806,1.00018,1.01859,1.00278,1.05098,0.969674,0.980408,0.968171,1.00865,1.00367,0.947072,0.976122,1.05157
1.01712,1.05743,1.09080,1.10776,1.00704,1.04418,1.03477,1.01806,1.06522,0.995106,1.00870,0.974551,1.00491,1.01122,0.953221,0.977439,1.03425
1.01750,1.04049,1.07002,1.06286,1.07635,1.05357,1.03794,1.02139,1.04039,1.01324,1.02316,0.995258,1.00899,1.00572,0.964009,0.980413,1.01533
1.02430,1.04528,1.04736,1.04877,1.09013,1.04077,1.03846,1.02128,1.04118,1.01190,1.02668,1.02194,1.01472,1.00617,0.976103,0.982920,1.02081
1.02517,1.04837,1.04986,1.05356,1.05754,1.02904,1.03297,1.01991,1.04540,1.00144,1.02707,1.03623,1.01642,1.00286,0.985789,0.983302,1.02649
1.02409,1.04923,1.05031,1.05624,1.02586,1.02728,1.03289,1.01768,1.04483,0.987716,1.02502,1.03401,1.01526,0.988914,0.995302,0.984279,1.03013
1.02368,1.04688,1.04612,1.05840,1.01484,1.02715,1.03272,1.01719,1.04417,0.978503,1.02179,1.02548,1.01342,0.980376,1.00650,0.982707,1.03018
1.02277,1.04482,1.04228,1.05878,1.01296,1.02665,1.02826,1.01462,1.04215,0.970154,1.01744,1.01740,1.01301,0.974521,1.01436,0.982537,1.02717
1.02123,1.04375,1.04014,1.05700,1.01637,1.01902,1.02775,1.01080,1.03788,0.969770,1.01050,1.01112,1.00947,0.972733,1.01827,0.980923,1.02717
1.02137,1.03972,1.03256,1.04588,1.01385,1.00608,1.02133,1.00169,1.03353,0.971305,1.00327,1.00679,1.00518,0.970810,1.01763,0.979181,1.02547
1.02022,1.03120,1.02221,1.02504,1.00453,0.994921,1.01096,0.992580,1.02342,0.969482,0.992867,0.998362,1.00300,0.968844,1.01227,0.975569,1.02251
1.02252,1.02011,1.00945,1.00819,0.995509,0.990321,1.00411,0.985597,1.01261,0.967946,0.985782,0.992904,1.00136,0.969961,1.00974,0.975314,1.02333
1.02137,1.00895,0.996700,0.994695,0.989112,0.985697,0.990750,0.978831,1.00075,0.970825,0.979235,0.987105,0.998024,0.969559,1.00505,0.973785,1.01955
1.01471,1.00230,0.988226,0.986333,0.984519,0.980823,0.983385,0.975067,0.986464,0.970729,0.976401,0.983386,0.992642,0.968665,0.999449,0.972680,1.01329
1.00802,0.996127,0.983142,0.980434,0.982035,0.977430,0.976961,0.972284,0.979916,0.969770,0.972395,0.977962,0.988827,0.968799,0.995621,0.970853,1.00703
1.00192,0.992067,0.981447,0.978312,0.981286,0.977293,0.978160,0.972885,0.979037,0.967083,0.970001,0.979020,0.987260,0.969872,0.992895,0.971066,1.00068
0.993898,0.988701,0.982696,0.975468,0.980538,0.973990,0.973964,0.969775,0.976092,0.969098,0.967900,0.977382,0.985420,0.969782,0.989588,0.969111,0.994372
0.986332,0.985389,0.979930,0.973855,0.976761,0.971667,0.970367,0.968247,0.971302,0.970825,0.965994,0.975165,0.980583,0.969112,0.985934,0.967284,0.987823
0.982008,0.980527,0.978771,0.972582,0.977475,0.971303,0.969339,0.967374,0.972137,0.970729,0.965994,0.973664,0.978744,0.970721,0.984310,0.968389,0.985446
0.978940,0.979726,0.977165,0.974237,0.974924,0.970711,0.971309,0.966283,0.971521,0.970633,0.965164,0.975472,0.977313,0.970542,0.981874,0.967412,0.982778
0.974198,0.977643,0.978236,0.974025,0.974209,0.969367,0.965999,0.966610,0.968533,0.972361,0.964431,0.973698,0.977926,0.969693,0.979467,0.966265,0.981274
0.971583,0.976387,0.979306,0.974067,0.973324,0.968775,0.963344,0.967047,0.968709,0.970633,0.963698,0.973152,0.976427,0.969872,0.978191,0.964862,0.978703
0.971967,0.978417,0.982339,0.973855,0.975128,0.969208,0.969253,0.966501,0.970115,0.967562,0.964528,0.972640,0.975542,0.968799,0.977611,0.966265,0.978654
0.970955,0.977429,0.983052,0.974407,0.974617,0.969413,0.966427,0.966065,0.969016,0.966603,0.964480,0.971890,0.973838,0.969872,0.976538,0.964140,0.976665
0.963982,0.971125,0.976006,0.968253,0.968050,0.964767,0.958719,0.961755,0.965413,0.963244,0.960962,0.969706,0.971181,0.967547,0.969693,0.961973,0.969873
0.980160,0.992734,0.981625,0.972667,0.967098,0.965085,0.969168,0.962082,0.967786,0.964203,0.959642,0.967762,0.975610,0.986724,0.966068,0.961761,0.971474
1.03996,1.05941,1.03122,1.04660,0.971623,0.990366,1.00411,0.983687,1.01784,0.974280,0.975668,0.970559,0.994482,1.00505,0.967025,0.966902,1.01848
1.02671,1.06331,1.07421,1.10309,1.00041,1.03355,1.01927,1.00376,1.05603,0.993954,0.999756,0.977348,0.995708,1.00349,0.968388,0.969409,1.03682
